PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
4556968;"Instalación Deportiva Municipal Básica Lucano - Arquitecto Antonio Palacios";"";"";"Campo de fútbol 11 césped artificial Pista de bolos y petanca Pista de fútbol sala  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2675edf4b85e1110VgnVCM1000000b205a0aRCRD";"ESFINGE";"CALLE";"V";"76";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448443";"4476700";"40.439035523688";"-3.6095923854429737";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4542969;"Instalación Deportiva Municipal Básica Luis Buitrago";"";"";"Pista de baloncesto Pista de fútbol sala Pista de patinaje Rocódromo  Acceso libre.";"Metro: Hortaleza (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a11d575cf5f61110VgnVCM1000000b205a0aRCRD";"LUIS BUITRAGO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"444805";"4480504";"40.473376533827995";"-3.6511329371430823";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4528647;"Instalación Deportiva Municipal Básica Luis Mitjans";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Pacífico (línea 1 y 6), Conde de Casal (línea 6).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb98ef23df201110VgnVCM1000000b205a0aRCRD";"LUIS MITJANS";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28007";"2";"ADELFAS";"3";"RETIRO";"443112";"4472520";"40.4013474319257";"-3.6703892095738806";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4548105;"Instalación Deportiva Municipal Básica Lyon - Flandes";"";"";"Pista de fútbol sala  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c07867f7e791110VgnVCM2000000c205a0aRCRD";"LYON";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28030";"2";"HORCAJO";"14";"MORATALAZ";"446674";"4473244";"40.40811005900662";"-3.628471282380988";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4542907;"Instalación Deportiva Municipal Básica Machupichu";"";"";"Pista de fútbol sala cubierta Pista polideportiva  Acceso libre.";"Metro: Canillas (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0245e57e04f61110VgnVCM1000000b205a0aRCRD";"MACHUPICHU";"AVENIDA";"V";"50";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"446469";"4479107";"40.46090954739925";"-3.6313861722687983";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
50316458;"Instalación Deportiva Municipal Básica Madrid Río Puente San Isidro Calistenia";"";"";"Parque de calistenia  Acceso libre.";"Metro: Marqués de Vadillo (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1295f27f2a4e910VgnVCM200000f921e388RCRD";"SAN ISIDRO";"PUENTE";"V";"";"";"";"";"";"MADRID";"MADRID";"28019";"3";"SAN ISIDRO";"11";"CARABANCHEL";"438573";"4472639";"40.40358805148662";"-3.7230670798528993";"915 273 801";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
4548184;"Instalación Deportiva Municipal Básica Mallorca - Agastia";"";"";"2 pistas de baloncesto  Acceso libre.";"Metro: Barrio de la Concepción (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e958d66a1891110VgnVCM1000000b205a0aRCRD";"AGASTIA";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"445037";"4477178";"40.44344226753934";"-3.648104686749398";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4541991;"Instalación Deportiva Municipal Básica Manizales";"";"";"Pista de fútbol sala  Acceso libre.";"Metro: San Lorenzo (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7bdcf0980a61110VgnVCM1000000b205a0aRCRD";"GALAPA";"CALLE";"V";"10";"";"";"";"CUBIERTA DEL P.A.R.";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445836";"4480574";"40.47408401293854";"-3.6389770641784493";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
50320906;"Instalación Deportiva Municipal Básica Manuel Noya con Marcelo Usera";"";"";"Tenis de mesa  Acceso libre.";"Metro: Plaza Elíptica (línea 6 y 11).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d87d4bfa0b36e910VgnVCM200000f921e388RCRD";"MANUEL NOYA";"CALLE";"V";"";"";"";"";"C/V MARCELO USERA";"MADRID";"MADRID";"28026";"4";"MOSCARDÓ";"12";"USERA";"440579";"4470254";"40.385415627075915";"-3.712362687156419";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4542050;"Instalación Deportiva Municipal Básica Mar de Japón";"";"";"Pista de patinaje  Acceso libre.";"Metro: San Lorenzo (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7edd9bddb2a61110VgnVCM1000000b205a0aRCRD";"MAR DEL JAPON";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445621";"4480478";"40.47319613951648";"-3.641504969656448";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4557260;"Instalación Deportiva Municipal Básica Maracena";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Hospital Doce de Octubre (línea 3).  Renfe: Orcasitas (línea C5).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddbf9695ed9e1110VgnVCM1000000b205a0aRCRD";"MARACENA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28041";"2";"ORCASUR";"12";"USERA";"440779";"4468978";"40.36926754309533";"-3.6975509077822384";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50320735;"Instalación Deportiva Municipal Básica Maracena Calistenia";"";"";"Parque de calistenia  Acceso libre.";"Metro: San Fermín - Orcasur (línea 3).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27e0be12d736e910VgnVCM200000f921e388RCRD";"MARACENA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28041";"2";"ORCASUR";"12";"USERA";"440764";"4468962";"40.36913593626138";"-3.6977161066281004";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
4555804;"Instalación Deportiva Municipal Básica Maris Stella";"";"";"Campo fútbol 11 césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7216210e00e1110VgnVCM1000000b205a0aRCRD";"DOCTOR TOLOSA LATOUR";"CALLE";"V";"18";"";"";"";"FRENTE C. INFORMAT. S.S.";"MADRID";"MADRID";"28026";"7";"PRADOLONGO";"12";"USERA";"440291";"4469687";"40.37561971602255";"-3.703376726464257";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
50257853;"Instalación Deportiva Municipal Básica Marquesa de Amboage";"";"";"Pista polideportiva  Acceso libre.";"Metro: Avenida de la Paz (línea 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cacbdf5a0c6fc910VgnVCM200000f921e388RCRD";"BUESO PINEDA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28043";"6";"SAN JUAN BAUTISTA";"15";"CIUDAD LINEAL";"444105";"4478135";"40.45200524274382";"-3.6591775603358005";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
7106793;"Instalación Deportiva Municipal Básica Marqués de Monistrol";"Gestiona el CDM José M&amp;ordf; Cagigal en los teléfonos 915 413 716 - 608 268 794";"Horarios   De lunes a viernes de 8:30 a 21:30 horas. Sábados y domingos de 8:30 a 14:30 horas.";"6 pistas de pádel  Acceso controlado.";"Metro: Principe Pío (líneas 6, 10 y R).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a507007ddcb21410VgnVCM1000000b205a0aRCRD";"RIBERA DEL MANZANARES";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"438547";"4474867";"40.42217047822115";"-3.7244049640242287";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPadel"
4547652;"Instalación Deportiva Municipal Básica Martala I";"";"";"Pista polideportiva  3 pistas de chito 3 tenis de mesa  Acceso libre.";"Metro: Artilleros (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ebc063952e391110VgnVCM2000000c205a0aRCRD";"DOCTOR GARCIA TAPIA";"AVENIDA";"V";"192";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"445882";"4473264";"40.40823894441476";"-3.637806006862969";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4547356;"Instalación Deportiva Municipal Básica Martín Temiño";"";"";"Unidades deportivas al aire libre:   Pista atletismo Zona de lanzamientos Campo de fútbol 11 de césped natural   Unidades deportivas cubiertas:   Calles de calentamiento de atletismo.  Acceso controlado.";"Metro: Fuencarral (línea 10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=109d0e45fe291110VgnVCM2000000c205a0aRCRD";"ALAMEDILLAS";"PASEO";"V";"1";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441215";"4483230";"40.497703131408464";"-3.6937305786136436";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4542813;"Instalación Deportiva Municipal Básica Maruja Mallo";"";"";"Pista polideportiva   Acceso libre.";"Consulta los siguientes enlaces.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac493da191f61110VgnVCM1000000b205a0aRCRD";"MARUJA MALLO";"AVENIDA";"V";"7";"";"";"";"";"MADRID";"MADRID";"28050";"6";"VALDEFUENTES";"16";"HORTALEZA";"446513";"4481025";"40.4781907268689";"-3.6310289400506117";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4541944;"Instalación Deportiva Municipal Básica María Inmaculada";"";"";"Pista polideportiva  Acceso libre.";"Metro: Carabanchel Alto (línea 11).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e15c12386f961110VgnVCM1000000b205a0aRCRD";"CRUCES";"CAMINO";"V";"1";"";"";"";"";"MADRID";"MADRID";"28044";"6";"BUENAVISTA";"11";"CARABANCHEL";"435960";"4469671";"40.37517030110398";"-3.754372488956483";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4660445;"Instalación Deportiva Municipal Básica María de Austria";"";"";"3 pistas de calva Pista de chito  Acceso libre.";"Metro: Abrantes (línea 11).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1115bed1e3f65110VgnVCM1000000b205a0aRCRD";"VIA LUSITANA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28025";"7";"ABRANTES";"11";"CARABANCHEL";"438542";"4470303";"40.38105267273051";"-3.7240179361618884";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
7891965;"Instalación Deportiva Municipal Básica María de Villota";"";"";"2 pistas de baloncesto 3x3  Bloque escalada Campo de fútbol 7 césped artificial Campo de minipitch césped artificial 2 pistas de pana 1x1  Pista polideportiva  Acceso controlado.";"Renfe: Villaverde Bajo (línea C3 y C4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7869ce073379b410VgnVCM2000000c205a0aRCRD";"ESTEFANITA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442619";"4466547";"40.34750435286862";"-3.6756560101604467";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4556437;"Instalación Deportiva Municipal Básica Matilde Gayo";"";"";"Pista de baloncesto Circuito de bici infantil 2 tenis mesa Pista de pump track   Acceso libre.";"Metro: Usera (línea 6).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ca8207c4a4e1110VgnVCM1000000b205a0aRCRD";"MATILDE GAYO";"CALLE";"V";"4";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440347";"4471275";"40.38993834608832";"-3.702854085952854";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoBMX"
4557011;"Instalación Deportiva Municipal Básica Maíz";"";"";"3 tenis de mesa  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71817ad2f95e1110VgnVCM1000000b205a0aRCRD";"RICARDO BELTRAN Y ROZPIDE";"CALLE";"V";"28";"";"";"";"FRENTE A CALLE MAÍZ";"MADRID";"MADRID";"28026";"6";"ZOFIO";"12";"USERA";"439287";"4469672";"40.37542254643913";"-3.7151835261162978";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4557257;"Instalación Deportiva Municipal Básica Medio Amposta";"";"";"Pista fútbol sala Pista polideportiva  Acceso libre.";"Metro: San Blas (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5289695ed9e1110VgnVCM1000000b205a0aRCRD";"ALBERIQUE";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28037";"3";"AMPOSTA";"20";"SAN BLAS-CANILLEJAS";"447556";"4475578";"40.42918792587261";"-3.618263401506454";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4541764;"Instalación Deportiva Municipal Básica Mercedes Arteaga";"";"";"Pista polideportiva  Acceso libre.";"Metro: Urgel (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483d9d7a55961110VgnVCM1000000b205a0aRCRD";"MERCEDES ARTEAGA";"CALLE";"V";"22";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"438699";"4471613";"40.392864143898";"-3.7222998329041546";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4633352;"Instalación Deportiva Municipal Básica Miguel Aracil";"";"";"Pista de fútbol sala de tierra  Acceso libre.";"Metro: Barrio del Pilar (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d75730fdedac4110VgnVCM1000000b205a0aRCRD";"JOAQUIN LORENZO";"CALLE";"V";"39";"";"";"";"PARQUE DE VALDECONEJOS";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"438346";"4480649";"40.474014020202056";"-3.72645279571436";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4583054;"Instalación Deportiva Municipal Básica Miguel Hernández - Patinaje";"";"";"Pista patinaje Pista de skate  Pista de skate bowl   Acceso libre.";"Metro: Miguel Hernández (línea 1).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3118c53477db2110VgnVCM1000000b205a0aRCRD";"MIGUEL HERNANDEZ";"AVENIDA";"V";"11";"";"frente al 36-38";"";"";"MADRID";"MADRID";"28038";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"446149";"4471074";"40.388524660163895";"-3.634474653877766";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
50322247;"Instalación Deportiva Municipal Básica Miguel Hernández - Rocódromo";"";"";"Pista de baloncesto Pista de fútbol sala Rocodromo  Acceso libre.";"Metro: Miguel Hernández (línea 1).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8aa98a9886e910VgnVCM100000891ecb1aRCRD";"MIGUEL HERNANDEZ";"AVENIDA";"V";"11";"";"frente al 36-38";"";"";"MADRID";"MADRID";"28038";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"446149";"4471074";"40.388524660163895";"-3.634474653877766";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4541784;"Instalación Deportiva Municipal Básica Miguel Riesco";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Canillas (línea 4).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7559d7a55961110VgnVCM1000000b205a0aRCRD";"DIONISIO INCA YUPANQUI";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"446426";"4479206";"40.461806515582516";"-3.6318944414642624";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4670020;"Instalación Deportiva Municipal Básica Miguel Riesco - Ramón Power";"";"";"Pista de bolos y petanca 2 pistas de chito  Acceso libre.";"Metro: Canillas (línea 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b66d141f97c5110VgnVCM1000000b205a0aRCRD";"SILVANO";"CALLE";"V";"119";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"444888";"4478150";"40.462845985645174";"-3.6318517348555606";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
4557035;"Instalación Deportiva Municipal Básica Miguel Yuste";"";"";"Pista de baloncesto Pista de fútbol sala  Acceso libre.";"Metro: Suanzes (línea 5).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=264d8d498a5e1110VgnVCM1000000b205a0aRCRD";"MIGUEL YUSTE";"CALLE";"V";"64";"";"";"";"CUBIERTA P.A.R.";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"447207";"4476133";"40.43416949316058";"-3.622424101106479";"91 531 83 07 -    
609 98 08 54";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
4541798;"Instalación Deportiva Municipal Básica Minaya";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Mar de Cristal (línea 4 y 8).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=493e5a1006961110VgnVCM1000000b205a0aRCRD";"MINAYA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"446072";"4479932";"40.46831590638329";"-3.6361385381321285";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50244518;"Instalación Deportiva Municipal Básica Mingorrubio";"";"";"Campo de fútbol 11 de césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e644a99f38bc910VgnVCM100000891ecb1aRCRD";"MINGORRUBIO";"CARRETERA";"T";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"DISTRITO";"433495";"4487462";"40.53524180809368";"-3.7852683329635273";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
50266998;"Instalación Deportiva Municipal Básica Minipista Atletismo";"";"";"Pista mini atletismo  Acceso libre.";"Metro: La Gavia (línea 1).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f0735fef0a2d910VgnVCM100000891ecb1aRCRD";"PEÑARANDA DE BRACAMONTE";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"448634";"4469426";"40.373832840867216";"-3.6050599293933807";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasAtletismo"
4547376;"Instalación Deportiva Municipal Básica Mirador de la Reina (Cerro Minguete)";"";"";"Pista de bolos y petanca Campo de fútbol 7 de césped artificial 3 pistas de pádel Pista polideportiva 2 pistas de tenis 2 tenis de mesa  Acceso controlado.";"Metro: Arroyo del Fresno, Lacoma (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72360e45fe291110VgnVCM2000000c205a0aRCRD";"CERRO MINGUETE";"CALLE";"V";"156";"";"";"";"";"MADRID";"MADRID";"28035";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"438472";"4482062";"40.486979597630146";"-3.7259882772690633";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
6298067;"Instalación Deportiva Municipal Básica Mirasierra";"";"";"Pista de baloncesto Pista polideportiva  Acceso libre.";"Metro: Fuencarral (línea 10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=beda96e321f05310VgnVCM1000000b205a0aRCRD";"NURIA";"CALLE";"V";"81";"";"";"";"";"MADRID";"MADRID";"28034";"7";"MIRASIERRA";"8";"FUENCARRAL-EL PARDO";"439734";"4482940";"40.49498070301625";"-3.7111789282628496";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
5701215;"Instalación Deportiva Municipal Básica Molino";"";"";"Pista de bolos y petanca  Acceso libre.";"Metro: Legazpi (línea 3 y 6).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43cd6650164d8210VgnVCM2000000c205a0aRCRD";"MOLINO";"PASEO";"V";"2";"";"";"";"";"MADRID";"MADRID";"28045";"4";"LEGAZPI";"2";"ARGANZUELA";"441083";"4471330";"40.390487119657564";"-3.6941878490165";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
6330956;"Instalación Deportiva Municipal Básica Monovar";"";"";"Pista de patinaje  Acceso libre.";"Metro: Manoteras (línea 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=823c018d9d9a5310VgnVCM2000000c205a0aRCRD";"MONOVAR";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"444318";"4480735";"40.4754249166852";"-3.656909774001053";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4670011;"Instalación Deportiva Municipal Básica Montalbos";"";"";"3 pistas de chito Pista de patinaje  Acceso libre.";"Metro: Canillas (línea 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b19d141f97c5110VgnVCM1000000b205a0aRCRD";"MONTALBOS";"CALLE";"V";"41";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445972";"4479522";"40.464615089445225";"-3.637273017669726";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
